month,division,line,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
11/1/2020,B DIVISION,G,1,5071,5600,0.9055357
11/1/2020,B DIVISION,G,2,1995,2294,0.86965996
11/1/2020,B DIVISION,H,1,3044,3130,0.972524
11/1/2020,B DIVISION,H,2,1186,1216,0.9753289
11/1/2020,B DIVISION,J,1,5250,5580,0.9408602
11/1/2020,B DIVISION,J,2,2102,2224,0.9451439
11/1/2020,B DIVISION,L,1,10626,11177,0.9507023
11/1/2020,B DIVISION,L,2,4190,4337,0.9661056
11/1/2020,B DIVISION,M,1,5042,5400,0.9337037
11/1/2020,B DIVISION,M,2,1827,1845,0.9902439
11/1/2020,B DIVISION,N,1,7176,9118,0.7870147
11/1/2020,B DIVISION,N,2,2009,2391,0.8402342
11/1/2020,B DIVISION,Q,1,5586,6356,0.87885463
11/1/2020,B DIVISION,Q,2,2317,2597,0.8921833
11/1/2020,B DIVISION,R,1,4850,5635,0.8606921
11/1/2020,B DIVISION,R,2,1997,2129,0.93799907
12/1/2020,A DIVISION,1,1,9147,10250,0.89239025
12/1/2020,A DIVISION,1,2,2337,2610,0.8954023
12/1/2020,A DIVISION,2,1,5945,7192,0.8266129
12/1/2020,A DIVISION,2,2,1516,2142,0.7077498
12/1/2020,A DIVISION,3,1,5738,6508,0.88168406
12/1/2020,A DIVISION,3,2,989,1364,0.72507334
12/1/2020,A DIVISION,4,1,7200,8140,0.8845209
12/1/2020,A DIVISION,4,2,1909,2388,0.79941374
12/1/2020,A DIVISION,5,1,6382,7244,0.881005
12/1/2020,A DIVISION,5,2,1654,2059,0.8033026
12/1/2020,A DIVISION,6,1,10572,12245,0.8633728
12/1/2020,A DIVISION,6,2,2184,2518,0.86735505
12/1/2020,A DIVISION,7,1,12870,14192,0.9068489
12/1/2020,A DIVISION,7,2,3359,3614,0.92944103
12/1/2020,A DIVISION,GS,1,11079,11176,0.99132067
12/1/2020,A DIVISION,GS,2,3039,3042,0.9990138
12/1/2020,B DIVISION,A,1,6432,8273,0.77746886
12/1/2020,B DIVISION,A,2,2062,2519,0.8185788
12/1/2020,B DIVISION,B,1,3490,4262,0.8188644
12/1/2020,B DIVISION,C,1,3279,3565,0.9197756
12/1/2020,B DIVISION,C,2,1192,1398,0.85264665
12/1/2020,B DIVISION,D,1,4908,6022,0.8150116
12/1/2020,B DIVISION,D,2,1480,1944,0.7613169
12/1/2020,B DIVISION,E,1,8004,9018,0.8875582
12/1/2020,B DIVISION,E,2,1779,1896,0.93829113
12/1/2020,B DIVISION,F,1,5925,6754,0.87725794
12/1/2020,B DIVISION,F,2,1714,1875,0.9141333
12/1/2020,B DIVISION,FS,1,5190,5192,0.9996148
12/1/2020,B DIVISION,FS,2,1894,1894,1
12/1/2020,B DIVISION,G,1,5782,6328,0.9137168
12/1/2020,B DIVISION,G,2,1870,2073,0.9020743
12/1/2020,B DIVISION,H,1,3233,3364,0.96105826
12/1/2020,B DIVISION,H,2,966,990,0.9757576
12/1/2020,B DIVISION,J,1,5572,6124,0.9098628
12/1/2020,B DIVISION,J,2,1827,2004,0.91167665
12/1/2020,B DIVISION,L,1,11033,11952,0.9231091
12/1/2020,B DIVISION,L,2,3735,3938,0.948451
12/1/2020,B DIVISION,M,1,5553,5920,0.93800676
12/1/2020,B DIVISION,M,2,1653,1684,0.98159146
12/1/2020,B DIVISION,N,1,7917,9972,0.79392296
12/1/2020,B DIVISION,N,2,1498,1944,0.7705761
12/1/2020,B DIVISION,Q,1,5716,6917,0.8263698
12/1/2020,B DIVISION,Q,2,2060,2440,0.8442623
12/1/2020,B DIVISION,R,1,5478,6221,0.8805658
12/1/2020,B DIVISION,R,2,1769,1944,0.9099794
1/1/2021,A DIVISION,1,1,8790,9757,0.90089166
1/1/2021,A DIVISION,1,2,2912,3194,0.9117094
1/1/2021,A DIVISION,2,1,5504,6493,0.8476821
1/1/2021,A DIVISION,2,2,1869,2866,0.6521284
1/1/2021,A DIVISION,3,1,5059,5648,0.8957153
1/1/2021,A DIVISION,3,2,1774,2294,0.7733217
1/1/2021,A DIVISION,4,1,6578,7400,0.88891894
1/1/2021,A DIVISION,4,2,2430,2922,0.8316222
1/1/2021,A DIVISION,5,1,5798,6565,0.88316834
1/1/2021,A DIVISION,5,2,2022,2295,0.88104576
1/1/2021,A DIVISION,6,1,9996,11163,0.8954582
1/1/2021,A DIVISION,6,2,2997,3504,0.85530823
1/1/2021,A DIVISION,7,1,11840,12830,0.9228371
1/1/2021,A DIVISION,7,2,3500,3592,0.9743875
1/1/2021,A DIVISION,GS,2,3713,3724,0.9970462
1/1/2021,B DIVISION,A,1,6511,7500,0.8681333
1/1/2021,B DIVISION,A,2,2564,3048,0.8412073
1/1/2021,B DIVISION,B,1,3385,3920,0.8635204
1/1/2021,B DIVISION,C,1,2993,3240,0.9237654
1/1/2021,B DIVISION,C,2,1418,1710,0.8292398
1/1/2021,B DIVISION,D,1,4797,5480,0.87536496
1/1/2021,B DIVISION,D,2,2182,2376,0.91835016
1/1/2021,B DIVISION,E,1,6767,8224,0.8228356
1/1/2021,B DIVISION,E,2,2411,2518,0.95750594
1/1/2021,B DIVISION,F,1,5195,6095,0.85233796
1/1/2021,B DIVISION,F,2,1950,2292,0.8507853
1/1/2021,B DIVISION,FS,1,4718,4720,0.9995763
1/1/2021,B DIVISION,FS,2,2244,2318,0.96807593
1/1/2021,B DIVISION,G,1,5224,5600,0.93285716
1/1/2021,B DIVISION,G,2,2327,2536,0.91758674
1/1/2021,B DIVISION,H,1,3307,3360,0.98422617
1/1/2021,B DIVISION,H,2,1695,1709,0.99180806
1/1/2021,B DIVISION,J,1,5310,5580,0.9516129
1/1/2021,B DIVISION,J,2,2276,2452,0.9282219
1/1/2021,B DIVISION,L,1,10486,10918,0.9604323
1/1/2021,B DIVISION,L,2,4596,4882,0.94141746
1/1/2021,B DIVISION,M,1,4575,5400,0.8472222
1/1/2021,B DIVISION,M,2,2468,2493,0.98997194
1/1/2021,B DIVISION,N,1,7620,9120,0.8355263
1/1/2021,B DIVISION,N,2,2460,2872,0.856546
1/1/2021,B DIVISION,Q,1,5464,6292,0.8684043
1/1/2021,B DIVISION,Q,2,2565,2984,0.85958445
1/1/2021,B DIVISION,R,1,4806,5660,0.8491166
1/1/2021,B DIVISION,R,2,2227,2376,0.93728954
2/1/2021,A DIVISION,1,1,7793,9068,0.8593957
2/1/2021,A DIVISION,1,2,3656,4176,0.8754789
2/1/2021,A DIVISION,2,1,4536,6137,0.73912334
2/1/2021,A DIVISION,2,2,1458,2276,0.6405975
2/1/2021,A DIVISION,3,1,4729,5735,0.82458586
2/1/2021,A DIVISION,3,2,1448,1886,0.7677625
2/1/2021,A DIVISION,4,1,5948,7188,0.82749027
2/1/2021,A DIVISION,4,2,1975,2418,0.81679076
2/1/2021,A DIVISION,5,1,5005,6234,0.8028553
2/1/2021,A DIVISION,5,2,1694,1885,0.8986737
2/1/2021,A DIVISION,6,1,8880,10537,0.8427446
2/1/2021,A DIVISION,6,2,2187,2558,0.8549648
2/1/2021,A DIVISION,7,1,10470,12197,0.8584078
2/1/2021,A DIVISION,7,2,3110,3289,0.9455762
2/1/2021,A DIVISION,GS,1,5000,5012,0.99760574
2/1/2021,A DIVISION,GS,2,1910,1936,0.98657024
2/1/2021,B DIVISION,A,1,5182,7149,0.7248566
2/1/2021,B DIVISION,A,2,2039,2529,0.80624753
2/1/2021,B DIVISION,B,1,2607,3651,0.71405095
2/1/2021,B DIVISION,C,1,2542,3078,0.825861
2/1/2021,B DIVISION,C,2,1038,1410,0.73617023
2/1/2021,B DIVISION,D,1,3870,5194,0.7450905
2/1/2021,B DIVISION,D,2,1709,1944,0.8791152
2/1/2021,B DIVISION,E,1,6647,7814,0.8506527
2/1/2021,B DIVISION,E,2,1785,1896,0.9414557
2/1/2021,B DIVISION,F,1,4770,5817,0.8200103
2/1/2021,B DIVISION,F,2,1619,1888,0.8575212
2/1/2021,B DIVISION,FS,1,4411,4484,0.9837199
2/1/2021,B DIVISION,FS,2,1914,1922,0.9958377
2/1/2021,B DIVISION,G,1,4562,5318,0.8578413
2/1/2021,B DIVISION,G,2,1911,2102,0.90913415
2/1/2021,B DIVISION,H,1,2805,3039,0.923001
2/1/2021,B DIVISION,H,2,1344,1420,0.94647884
2/1/2021,B DIVISION,J,1,4417,5287,0.8354454
2/1/2021,B DIVISION,J,2,1746,2028,0.8609468
2/1/2021,B DIVISION,L,1,8939,10355,0.8632545
2/1/2021,B DIVISION,L,2,3043,3296,0.9232403
2/1/2021,B DIVISION,M,1,4451,5128,0.8679797
2/1/2021,B DIVISION,M,2,2005,2076,0.9657996
2/1/2021,B DIVISION,N,1,6527,8627,0.7565782
2/1/2021,B DIVISION,N,2,1728,2192,0.7883212
2/1/2021,B DIVISION,Q,1,4430,5991,0.73944247
2/1/2021,B DIVISION,Q,2,2358,2704,0.8720414
2/1/2021,B DIVISION,R,1,4512,5377,0.8391296
2/1/2021,B DIVISION,R,2,1807,1944,0.92952675
3/1/2021,A DIVISION,1,1,9705,10786,0.8997775
3/1/2021,A DIVISION,1,2,2107,2330,0.90429187
3/1/2021,A DIVISION,2,1,6262,7832,0.79954034
3/1/2021,A DIVISION,2,2,1285,1888,0.6806144
3/1/2021,A DIVISION,3,1,5469,6173,0.885955
3/1/2021,A DIVISION,3,2,1158,1574,0.7357052
3/1/2021,A DIVISION,4,1,7401,8622,0.8583855
3/1/2021,A DIVISION,4,2,1821,2126,0.8565381
3/1/2021,A DIVISION,5,1,6618,7519,0.8801702
3/1/2021,A DIVISION,5,2,1255,1414,0.88755304
3/1/2021,A DIVISION,6,1,11274,12742,0.8847905
3/1/2021,A DIVISION,6,2,1951,2250,0.8671111
3/1/2021,A DIVISION,7,1,13990,14717,0.95060134
3/1/2021,A DIVISION,7,2,2521,2638,0.95564824
3/1/2021,A DIVISION,GS,1,11456,11486,0.9973881
3/1/2021,A DIVISION,GS,2,2350,2350,1
3/1/2021,B DIVISION,A,1,7107,8664,0.82029086
3/1/2021,B DIVISION,A,2,1704,2231,0.76378304
3/1/2021,B DIVISION,B,1,3701,4476,0.82685435
3/1/2021,B DIVISION,C,1,3382,3726,0.9076758
3/1/2021,B DIVISION,C,2,1013,1248,0.81169873
3/1/2021,B DIVISION,D,1,5399,6301,0.8568481
3/1/2021,B DIVISION,D,2,1522,1722,0.883856
3/1/2021,B DIVISION,E,1,8531,9446,0.90313363
3/1/2021,B DIVISION,E,2,1643,1674,0.9814815
3/1/2021,B DIVISION,F,1,6163,7395,0.83340096
3/1/2021,B DIVISION,F,2,1478,1666,0.8871549
3/1/2021,B DIVISION,FS,1,5425,5428,0.9994473
3/1/2021,B DIVISION,FS,2,1690,1690,1
3/1/2021,B DIVISION,G,1,5834,6440,0.9059006
3/1/2021,B DIVISION,G,2,1668,1847,0.90308607
3/1/2021,B DIVISION,H,1,3255,3340,0.9745509
3/1/2021,B DIVISION,H,2,168,168,1
3/1/2021,B DIVISION,J,1,5913,6416,0.92160225
3/1/2021,B DIVISION,J,2,1571,1780,0.8825843
3/1/2021,B DIVISION,L,1,11964,12624,0.9477186
3/1/2021,B DIVISION,L,2,3236,3432,0.94289047
3/1/2021,B DIVISION,M,1,5707,6204,0.9198904
3/1/2021,B DIVISION,M,2,1771,1828,0.96881837
3/1/2021,B DIVISION,N,1,8828,10482,0.8422057
3/1/2021,B DIVISION,N,2,1486,1722,0.8629501
3/1/2021,B DIVISION,Q,1,6301,7324,0.86032224
3/1/2021,B DIVISION,Q,2,1914,2163,0.8848821
3/1/2021,B DIVISION,R,1,5827,6509,0.895222
3/1/2021,B DIVISION,R,2,1632,1717,0.95049506
4/1/2021,A DIVISION,1,1,9363,10330,0.9063892
4/1/2021,A DIVISION,1,2,2015,2336,0.8625856
4/1/2021,A DIVISION,2,1,6253,7144,0.87527996
4/1/2021,A DIVISION,2,2,931,1700,0.54764706
4/1/2021,A DIVISION,3,1,5905,6456,0.91465306
4/1/2021,A DIVISION,3,2,1013,1580,0.64113927
4/1/2021,A DIVISION,4,1,7083,8136,0.87057525
4/1/2021,A DIVISION,4,2,1800,2136,0.8426966
4/1/2021,A DIVISION,5,1,6406,7190,0.8909597
4/1/2021,A DIVISION,5,2,1355,1548,0.875323
4/1/2021,A DIVISION,6,1,10977,12195,0.900123
4/1/2021,A DIVISION,6,2,1949,2256,0.8639184
4/1/2021,A DIVISION,7,1,13026,14144,0.9209559
4/1/2021,A DIVISION,7,2,2696,2852,0.94530153
4/1/2021,A DIVISION,GS,1,10867,10906,0.99642396
4/1/2021,A DIVISION,GS,2,2430,2476,0.98142165
4/1/2021,B DIVISION,A,1,6971,8381,0.8317623
4/1/2021,B DIVISION,A,2,1813,2244,0.80793226
4/1/2021,B DIVISION,B,1,3733,4312,0.86572355
4/1/2021,B DIVISION,C,1,3244,3564,0.91021323
4/1/2021,B DIVISION,C,2,1182,1450,0.81517243
4/1/2021,B DIVISION,D,1,5210,6036,0.8631544
4/1/2021,B DIVISION,D,2,1640,1748,0.9382151
4/1/2021,B DIVISION,E,1,8164,9020,0.90509975
4/1/2021,B DIVISION,E,2,1571,1680,0.93511903
4/1/2021,B DIVISION,F,1,5997,6735,0.8904232
4/1/2021,B DIVISION,F,2,1497,1672,0.8953349
4/1/2021,B DIVISION,FS,1,5186,5192,0.9988444
4/1/2021,B DIVISION,FS,2,1690,1696,0.9964623
4/1/2021,B DIVISION,G,1,5658,6160,0.9185065
4/1/2021,B DIVISION,G,2,1694,1852,0.9146868
4/1/2021,B DIVISION,H,1,3580,3652,0.98028475
4/1/2021,B DIVISION,H,2,1233,1252,0.9848243
4/1/2021,B DIVISION,J,1,5779,6139,0.9413585
4/1/2021,B DIVISION,J,2,1695,1792,0.9458705
4/1/2021,B DIVISION,L,1,11587,12058,0.9609388
4/1/2021,B DIVISION,L,2,3460,3732,0.9271168
4/1/2021,B DIVISION,M,1,5428,5930,0.9153457
4/1/2021,B DIVISION,M,2,1799,1822,0.9873765
4/1/2021,B DIVISION,N,1,8575,9712,0.8829283
4/1/2021,B DIVISION,N,2,1425,1728,0.8246528
4/1/2021,B DIVISION,Q,1,6106,6949,0.87868756
4/1/2021,B DIVISION,Q,2,1924,2176,0.88419116
4/1/2021,B DIVISION,R,1,5656,6227,0.90830255
4/1/2021,B DIVISION,R,2,1579,1728,0.9137731
5/1/2021,A DIVISION,1,1,8421,9226,0.9127466
5/1/2021,A DIVISION,1,2,2736,3194,0.8566061
5/1/2021,A DIVISION,2,1,5526,6484,0.8522517
5/1/2021,A DIVISION,2,2,1759,2728,0.6447947
5/1/2021,A DIVISION,3,1,5391,5978,0.90180665
5/1/2021,A DIVISION,3,2,1622,2294,0.7070619
5/1/2021,A DIVISION,4,1,6503,7444,0.87358946
5/1/2021,A DIVISION,4,2,2396,2922,0.8199863
5/1/2021,A DIVISION,5,1,5708,6508,0.87707436
5/1/2021,A DIVISION,5,2,1595,1879,0.8488558
5/1/2021,A DIVISION,6,1,10092,11133,0.9064942
5/1/2021,A DIVISION,6,2,2671,3082,0.86664504
5/1/2021,A DIVISION,7,1,11017,12188,0.9039219
5/1/2021,A DIVISION,7,2,3601,4032,0.89310515
5/1/2021,A DIVISION,GS,1,10282,10304,0.9978649
5/1/2021,A DIVISION,GS,2,3253,3276,0.9929792
5/1/2021,B DIVISION,A,1,5903,7735,0.7631545
5/1/2021,B DIVISION,A,2,2431,3080,0.7892857
5/1/2021,B DIVISION,B,1,3056,3872,0.7892562
5/1/2021,B DIVISION,C,1,2698,3240,0.83271605
5/1/2021,B DIVISION,C,2,1421,1710,0.8309941
5/1/2021,B DIVISION,D,1,4216,5456,0.77272725
5/1/2021,B DIVISION,D,2,2074,2376,0.8728956
5/1/2021,B DIVISION,E,1,6725,8184,0.8217253
5/1/2021,B DIVISION,E,2,2032,2304,0.8819444
5/1/2021,B DIVISION,F,1,5746,7785,0.73808604
5/1/2021,B DIVISION,F,2,1876,2292,0.81849915
5/1/2021,B DIVISION,FS,1,4471,4484,0.99710083
5/1/2021,B DIVISION,FS,2,2315,2318,0.9987058
5/1/2021,B DIVISION,G,1,4668,5597,0.83401823
5/1/2021,B DIVISION,G,2,2300,2536,0.90694004
5/1/2021,B DIVISION,H,1,2772,2832,0.9788136
5/1/2021,B DIVISION,H,2,854,868,0.983871
5/1/2021,B DIVISION,J,1,4826,5301,0.91039425
5/1/2021,B DIVISION,J,2,2296,2452,0.9363785
5/1/2021,B DIVISION,L,1,10420,10966,0.95020974
5/1/2021,B DIVISION,L,2,4911,5122,0.95880514
5/1/2021,B DIVISION,M,1,4753,5384,0.8828009
5/1/2021,B DIVISION,M,2,2407,2502,0.96203035
5/1/2021,B DIVISION,N,1,7021,8593,0.8170604
5/1/2021,B DIVISION,N,2,2353,2808,0.837963
5/1/2021,B DIVISION,Q,1,5058,6438,0.7856477
5/1/2021,B DIVISION,Q,2,2391,2984,0.80127347
5/1/2021,B DIVISION,R,1,4778,5660,0.8441696
5/1/2021,B DIVISION,R,2,2171,2376,0.91372055
6/1/2021,A DIVISION,1,1,9052,10192,0.8881476
6/1/2021,A DIVISION,1,2,1915,2336,0.81977737
6/1/2021,A DIVISION,2,1,5898,7127,0.8275572
6/1/2021,A DIVISION,2,2,828,1680,0.49285713
6/1/2021,A DIVISION,3,1,5646,6584,0.8575334
6/1/2021,A DIVISION,3,2,1078,1668,0.646283
6/1/2021,A DIVISION,4,1,6625,8128,0.8150837
6/1/2021,A DIVISION,4,2,1627,2136,0.76170415
6/1/2021,A DIVISION,5,1,6081,7247,0.83910584
6/1/2021,A DIVISION,5,2,937,1130,0.82920355
6/1/2021,A DIVISION,6,1,10799,12440,0.8680868
6/1/2021,A DIVISION,6,2,1757,2256,0.77881205
6/1/2021,A DIVISION,7,1,13093,14399,0.90929925
6/1/2021,A DIVISION,7,2,2417,2852,0.84747547
6/1/2021,A DIVISION,GS,1,10999,11308,0.9726742
6/1/2021,A DIVISION,GS,2,2860,2865,0.9982548
6/1/2021,B DIVISION,A,1,6384,8507,0.75044084
6/1/2021,B DIVISION,A,2,3058,3787,0.80749935
6/1/2021,B DIVISION,B,1,3097,4272,0.7249532
6/1/2021,B DIVISION,C,1,3033,3566,0.8505328
6/1/2021,B DIVISION,C,2,863,1248,0.6915064
6/1/2021,B DIVISION,D,1,4471,6072,0.7363307
6/1/2021,B DIVISION,D,2,1391,1728,0.8049769
6/1/2021,B DIVISION,E,1,6112,9020,0.67760533
6/1/2021,B DIVISION,E,2,1508,1680,0.89761907
6/1/2021,B DIVISION,F,1,5769,8560,0.6739486
6/1/2021,B DIVISION,F,2,1413,1672,0.8450957
6/1/2021,B DIVISION,FS,1,5164,5192,0.9946071
6/1/2021,B DIVISION,FS,2,1693,1696,0.9982311
6/1/2021,B DIVISION,G,1,5065,6149,0.82371116
