month,division,line,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
8/1/2024,B DIVISION,G,1,5412,5758,0.9399097
8/1/2024,B DIVISION,G,2,1956,2056,0.9513619
8/1/2024,B DIVISION,H,1,3565,3696,0.9645563
8/1/2024,B DIVISION,H,2,1335,1419,0.9408034
8/1/2024,B DIVISION,J,1,5348,6582,0.812519
8/1/2024,B DIVISION,J,2,1975,2132,0.92636025
8/1/2024,B DIVISION,L,1,10971,12003,0.9140215
8/1/2024,B DIVISION,L,2,3699,3928,0.94170064
8/1/2024,B DIVISION,M,1,5064,6424,0.7882939
8/1/2024,B DIVISION,M,2,2238,2290,0.9772926
8/1/2024,B DIVISION,N,1,7913,10376,0.7626253
8/1/2024,B DIVISION,N,2,1321,2068,0.6387814
8/1/2024,B DIVISION,Q,1,5342,6813,0.78408927
8/1/2024,B DIVISION,Q,2,2004,2344,0.8549488
8/1/2024,B DIVISION,R,1,5039,6638,0.7591142
8/1/2024,B DIVISION,R,2,1597,1862,0.8576799
9/1/2024,A DIVISION,1,1,7553,9222,0.81901973
9/1/2024,A DIVISION,1,2,2877,3144,0.9150763
9/1/2024,A DIVISION,2,1,5128,7029,0.729549
9/1/2024,A DIVISION,2,2,2505,3492,0.71735394
9/1/2024,A DIVISION,3,1,4682,5452,0.85876745
9/1/2024,A DIVISION,3,2,692,1026,0.6744639
9/1/2024,A DIVISION,4,1,6125,7513,0.81525356
9/1/2024,A DIVISION,4,2,2001,2640,0.75795454
9/1/2024,A DIVISION,5,1,4984,6263,0.7957848
9/1/2024,A DIVISION,5,2,2551,2699,0.94516486
9/1/2024,A DIVISION,6,1,8619,11038,0.78084797
9/1/2024,A DIVISION,6,2,2597,3084,0.8420882
9/1/2024,A DIVISION,7,1,12061,12840,0.9393302
9/1/2024,A DIVISION,7,2,3292,3577,0.92032427
9/1/2024,A DIVISION,S 42nd,1,11119,11210,0.99188226
9/1/2024,A DIVISION,S 42nd,2,3778,3780,0.9994709
9/1/2024,B DIVISION,A,1,5971,7591,0.7865894
9/1/2024,B DIVISION,A,2,2464,3096,0.79586565
9/1/2024,B DIVISION,B,1,2291,4335,0.52848905
9/1/2024,B DIVISION,C,1,3230,4392,0.73542804
9/1/2024,B DIVISION,C,2,1122,1548,0.7248062
9/1/2024,B DIVISION,D,1,4344,5920,0.7337838
9/1/2024,B DIVISION,D,2,1818,2160,0.84166664
9/1/2024,B DIVISION,E,1,6493,8200,0.7918293
9/1/2024,B DIVISION,E,2,1802,2088,0.8630268
9/1/2024,B DIVISION,F,1,5225,7843,0.66619915
9/1/2024,B DIVISION,F,2,1526,2076,0.7350674
9/1/2024,B DIVISION,G,1,4652,6006,0.7745588
9/1/2024,B DIVISION,G,2,2017,2412,0.83623546
9/1/2024,B DIVISION,JZ,1,4656,5949,0.78265256
9/1/2024,B DIVISION,JZ,2,3011,3374,0.89241254
9/1/2024,B DIVISION,L,1,10098,10920,0.9247253
9/1/2024,B DIVISION,L,2,3710,3982,0.9316926
9/1/2024,B DIVISION,M,1,4702,5841,0.8049992
9/1/2024,B DIVISION,M,2,1405,1471,0.95513254
9/1/2024,B DIVISION,N,1,7122,9469,0.75213856
9/1/2024,B DIVISION,N,2,1994,2600,0.76692307
9/1/2024,B DIVISION,Q,1,4663,6386,0.73019105
9/1/2024,B DIVISION,Q,2,2206,2598,0.8491147
9/1/2024,B DIVISION,R,1,4882,6058,0.80587655
9/1/2024,B DIVISION,R,2,1874,2154,0.8700093
9/1/2024,B DIVISION,S Fkln,1,4668,4704,0.99234694
9/1/2024,B DIVISION,S Fkln,2,2084,2092,0.9961759
9/1/2024,B DIVISION,S Rock,1,3206,3363,0.9533155
9/1/2024,B DIVISION,S Rock,2,1515,1544,0.9812176
10/1/2024,A DIVISION,1,1,9086,11046,0.8225602
10/1/2024,A DIVISION,1,2,2043,2348,0.8701022
10/1/2024,A DIVISION,2,1,5789,7708,0.7510379
10/1/2024,A DIVISION,2,2,1217,1706,0.7133646
10/1/2024,A DIVISION,3,1,5802,6738,0.86108637
10/1/2024,A DIVISION,3,2,1174,1616,0.72648513
10/1/2024,A DIVISION,4,1,7073,8573,0.82503206
10/1/2024,A DIVISION,4,2,1532,1854,0.8263215
10/1/2024,A DIVISION,5,1,6341,7451,0.8510267
10/1/2024,A DIVISION,5,2,954,1071,0.8907563
10/1/2024,A DIVISION,6,1,10294,12810,0.80359095
10/1/2024,A DIVISION,6,2,1692,2084,0.8119002
10/1/2024,A DIVISION,7,1,13592,14919,0.911053
10/1/2024,A DIVISION,7,2,1966,2130,0.9230047
10/1/2024,A DIVISION,S 42nd,1,12161,12174,0.9989321
10/1/2024,A DIVISION,S 42nd,2,2318,2360,0.98220336
10/1/2024,B DIVISION,A,1,6980,8654,0.80656344
10/1/2024,B DIVISION,A,2,1551,2188,0.70886654
10/1/2024,B DIVISION,B,1,2831,4703,0.6019562
10/1/2024,B DIVISION,C,1,3867,5106,0.7573443
10/1/2024,B DIVISION,C,2,646,1086,0.59484345
10/1/2024,B DIVISION,D,1,4858,6808,0.71357226
10/1/2024,B DIVISION,D,2,1164,1512,0.76984125
10/1/2024,B DIVISION,E,1,7720,9430,0.81866384
10/1/2024,B DIVISION,E,2,1233,1464,0.8422131
10/1/2024,B DIVISION,F,1,6587,9016,0.73059005
10/1/2024,B DIVISION,F,2,940,1456,0.6456044
10/1/2024,B DIVISION,G,1,5696,7118,0.8002248
10/1/2024,B DIVISION,G,2,2716,2804,0.96861625
10/1/2024,B DIVISION,JZ,1,5435,6871,0.7910057
10/1/2024,B DIVISION,JZ,2,1416,1528,0.92670155
10/1/2024,B DIVISION,L,1,11792,12550,0.9396016
10/1/2024,B DIVISION,L,2,2805,2932,0.9566848
10/1/2024,B DIVISION,M,1,5530,6716,0.8234068
10/1/2024,B DIVISION,M,2,1708,1730,0.98728323
10/1/2024,B DIVISION,N,1,8481,11250,0.7538667
10/1/2024,B DIVISION,N,2,1209,1512,0.79960316
10/1/2024,B DIVISION,Q,1,5803,7549,0.7687111
10/1/2024,B DIVISION,Q,2,2320,2532,0.91627175
10/1/2024,B DIVISION,R,1,5287,6918,0.76423824
10/1/2024,B DIVISION,R,2,1217,1430,0.85104895
10/1/2024,B DIVISION,S Fkln,1,5284,5384,0.9814265
10/1/2024,B DIVISION,S Fkln,2,1468,1470,0.99863946
10/1/2024,B DIVISION,S Rock,1,3591,3812,0.9420252
10/1/2024,B DIVISION,S Rock,2,447,459,0.9738562
11/1/2024,A DIVISION,1,1,7669,9249,0.8291707
11/1/2024,A DIVISION,1,2,2804,3284,0.8538368
11/1/2024,A DIVISION,2,1,4699,6576,0.71456814
11/1/2024,A DIVISION,2,2,1596,2499,0.6386555
11/1/2024,A DIVISION,3,1,5131,6054,0.8475388
11/1/2024,A DIVISION,3,2,1647,2285,0.72078776
11/1/2024,A DIVISION,4,1,6205,7399,0.83862686
11/1/2024,A DIVISION,4,2,2275,3014,0.75481087
11/1/2024,A DIVISION,5,1,5428,6476,0.8381717
11/1/2024,A DIVISION,5,2,1694,2257,0.75055385
11/1/2024,A DIVISION,6,1,8615,11039,0.7804149
11/1/2024,A DIVISION,6,2,2657,3127,0.8496962
11/1/2024,A DIVISION,7,1,11724,12834,0.913511
11/1/2024,A DIVISION,7,2,2974,3183,0.9343387
11/1/2024,A DIVISION,S 42nd,1,11088,11140,0.9953321
11/1/2024,A DIVISION,S 42nd,2,3963,3968,0.9987399
11/1/2024,B DIVISION,A,1,6170,7839,0.7870902
11/1/2024,B DIVISION,A,2,2686,3660,0.7338798
11/1/2024,B DIVISION,B,1,2497,3928,0.6356925
11/1/2024,B DIVISION,C,1,3187,4440,0.7177928
11/1/2024,B DIVISION,C,2,655,936,0.6997863
11/1/2024,B DIVISION,D,1,4550,6307,0.72142065
11/1/2024,B DIVISION,D,2,2670,3034,0.88002634
11/1/2024,B DIVISION,E,1,6316,8200,0.7702439
11/1/2024,B DIVISION,E,2,2311,2680,0.86231345
11/1/2024,B DIVISION,F,1,5492,7840,0.7005102
11/1/2024,B DIVISION,F,2,1584,2093,0.7568084
11/1/2024,B DIVISION,G,1,5173,6129,0.84402025
11/1/2024,B DIVISION,G,2,3306,3444,0.9599303
11/1/2024,B DIVISION,JZ,1,4767,5984,0.7966243
11/1/2024,B DIVISION,JZ,2,2220,2460,0.902439
11/1/2024,B DIVISION,L,1,10193,10912,0.9341092
11/1/2024,B DIVISION,L,2,3379,3681,0.91795707
11/1/2024,B DIVISION,M,1,4847,5840,0.8299658
11/1/2024,B DIVISION,M,2,2461,2524,0.9750396
11/1/2024,B DIVISION,N,1,7531,9448,0.7970999
11/1/2024,B DIVISION,N,2,1878,2360,0.7957627
11/1/2024,B DIVISION,Q,1,5273,6318,0.83459955
11/1/2024,B DIVISION,Q,2,2706,2936,0.92166215
11/1/2024,B DIVISION,R,1,4770,6055,0.7877787
11/1/2024,B DIVISION,R,2,1965,2160,0.9097222
11/1/2024,B DIVISION,S Fkln,1,4699,4716,0.99639523
11/1/2024,B DIVISION,S Fkln,2,2115,2120,0.9976415
11/1/2024,B DIVISION,S Rock,1,3151,3256,0.96775186
11/1/2024,B DIVISION,S Rock,2,306,310,0.9870968
12/1/2024,A DIVISION,1,1,7689,9711,0.7917825
12/1/2024,A DIVISION,1,2,2907,3240,0.8972222
12/1/2024,A DIVISION,2,1,4693,6997,0.67071605
12/1/2024,A DIVISION,2,2,1772,2690,0.65873605
12/1/2024,A DIVISION,3,1,5227,6229,0.8391395
12/1/2024,A DIVISION,3,2,1389,1710,0.8122807
12/1/2024,A DIVISION,4,1,6322,7766,0.8140613
12/1/2024,A DIVISION,4,2,2094,2640,0.79318184
12/1/2024,A DIVISION,5,1,5329,6840,0.77909356
12/1/2024,A DIVISION,5,2,1829,2229,0.82054734
12/1/2024,A DIVISION,6,1,9797,11740,0.83449745
12/1/2024,A DIVISION,6,2,2811,3166,0.88787115
12/1/2024,A DIVISION,7,1,12056,13486,0.8939641
12/1/2024,A DIVISION,7,2,3548,3708,0.95685005
12/1/2024,A DIVISION,S 42nd,1,11084,11088,0.9996393
12/1/2024,A DIVISION,S 42nd,2,3558,3568,0.99719733
12/1/2024,B DIVISION,A,1,6265,7908,0.79223573
12/1/2024,B DIVISION,A,2,1865,2794,0.6675018
12/1/2024,B DIVISION,B,1,2639,4416,0.5975996
12/1/2024,B DIVISION,C,1,3279,4704,0.6970663
12/1/2024,B DIVISION,C,2,975,1548,0.62984496
12/1/2024,B DIVISION,D,1,4888,6436,0.7594779
12/1/2024,B DIVISION,D,2,1715,2162,0.793247
12/1/2024,B DIVISION,E,1,6033,8610,0.7006969
12/1/2024,B DIVISION,E,2,1839,2088,0.88074714
12/1/2024,B DIVISION,F,1,5264,8232,0.6394558
12/1/2024,B DIVISION,F,2,1372,2076,0.66088635
12/1/2024,B DIVISION,G,1,4866,6290,0.7736089
12/1/2024,B DIVISION,G,2,2181,2560,0.85195315
12/1/2024,B DIVISION,JZ,1,5265,6251,0.84226525
12/1/2024,B DIVISION,JZ,2,2242,2432,0.921875
12/1/2024,B DIVISION,L,1,10281,11450,0.8979039
12/1/2024,B DIVISION,L,2,3113,3353,0.92842233
12/1/2024,B DIVISION,M,1,5228,6132,0.8525767
12/1/2024,B DIVISION,M,2,2415,2490,0.9698795
12/1/2024,B DIVISION,N,1,7599,9929,0.7653339
12/1/2024,B DIVISION,N,2,1709,2330,0.7334764
12/1/2024,B DIVISION,Q,1,4980,6877,0.724153
12/1/2024,B DIVISION,Q,2,2282,2880,0.79236114
12/1/2024,B DIVISION,R,1,4503,6358,0.7082416
12/1/2024,B DIVISION,R,2,1870,2154,0.86815226
12/1/2024,B DIVISION,S Fkln,1,4887,4934,0.9904743
12/1/2024,B DIVISION,S Fkln,2,2080,2098,0.9914204
12/1/2024,B DIVISION,S Rock,1,3355,3528,0.95096374
12/1/2024,B DIVISION,S Rock,2,1415,1541,0.9182349
1/1/2025,A DIVISION,1,1,8510,10164,0.83726877
1/1/2025,A DIVISION,1,2,2335,2847,0.8201616
1/1/2025,A DIVISION,2,1,5065,7100,0.7133803
1/1/2025,A DIVISION,2,2,1358,2140,0.6345794
1/1/2025,A DIVISION,3,1,5396,6562,0.82231027
1/1/2025,A DIVISION,3,2,1426,1983,0.71911246
1/1/2025,A DIVISION,4,1,6521,8142,0.80090886
1/1/2025,A DIVISION,4,2,2284,2736,0.8347953
1/1/2025,A DIVISION,5,1,5416,7140,0.75854343
1/1/2025,A DIVISION,5,2,2093,2273,0.9208095
1/1/2025,A DIVISION,6,1,10367,12254,0.8460095
1/1/2025,A DIVISION,6,2,2419,2784,0.8688937
1/1/2025,A DIVISION,7,1,13193,14121,0.9342823
1/1/2025,A DIVISION,7,2,2528,2816,0.89772725
1/1/2025,A DIVISION,S 42nd,1,11874,11876,0.9998316
1/1/2025,A DIVISION,S 42nd,2,3558,3568,0.99719733
1/1/2025,B DIVISION,A,1,6840,8515,0.80328834
1/1/2025,B DIVISION,A,2,2765,3372,0.81998813
1/1/2025,B DIVISION,B,1,2897,4734,0.61195606
1/1/2025,B DIVISION,C,1,3488,4884,0.7141687
1/1/2025,B DIVISION,C,2,641,774,0.82816535
1/1/2025,B DIVISION,D,1,5227,6778,0.77117145
1/1/2025,B DIVISION,D,2,2589,2819,0.9184108
1/1/2025,B DIVISION,E,1,7186,9020,0.7966741
1/1/2025,B DIVISION,E,2,2149,2464,0.87215906
1/1/2025,B DIVISION,F,1,5924,8624,0.6869202
1/1/2025,B DIVISION,F,2,1486,1874,0.79295623
1/1/2025,B DIVISION,G,1,4827,6796,0.71027076
1/1/2025,B DIVISION,G,2,1576,2315,0.68077755
1/1/2025,B DIVISION,JZ,1,5842,6543,0.8928626
1/1/2025,B DIVISION,JZ,2,2016,2200,0.91636366
1/1/2025,B DIVISION,L,1,10960,12004,0.913029
1/1/2025,B DIVISION,L,2,3582,3882,0.92272025
1/1/2025,B DIVISION,M,1,5813,6422,0.9051697
1/1/2025,B DIVISION,M,2,2175,2244,0.96925133
1/1/2025,B DIVISION,N,1,7952,10384,0.7657935
1/1/2025,B DIVISION,N,2,1642,2074,0.79170686
1/1/2025,B DIVISION,Q,1,5734,7253,0.7905694
1/1/2025,B DIVISION,Q,2,3043,3358,0.90619415
1/1/2025,B DIVISION,R,1,4773,6596,0.72362036
1/1/2025,B DIVISION,R,2,1557,1780,0.8747191
1/1/2025,B DIVISION,S Fkln,1,5130,5180,0.9903475
1/1/2025,B DIVISION,S Fkln,2,2136,2142,0.9971989
1/1/2025,B DIVISION,S Rock,1,3602,3713,0.97010505
1/1/2025,B DIVISION,S Rock,2,1100,1117,0.98478067
