ETCID,mode,railroute,routerun,routeblock,triptime,tripday,daytype,raffle,recommend,workshard,defendmetro,goodvalue,satisfaction,frequency,duration ,ontime,connections,accurateinfo,vehseating,stopclean,busshade,vehroom,vehcomfort,vehclean,homelessness,raceharass,sexharrass,crimesafe,grafitti,enforcement,courtesy,buswifi,delayinfo,payeasy,infoplan,stoplighting,escalator1,elevator1,celltrain,traininfo,escalator2,escalator2,carpark,bikepark,topbus1,topbus2,topbus3,toprail1,toprail2,toprail3,caracc,rideoften,yearsriding,smartphone,paytype,faretype,age,fareother,discount,whatdiscount,latinx,black,white,asianpac,natam,another,anotherwhat,hhsize,english,spanish,chinese,tagalog,korean,armenian,anotherlang,whichlang,engskill,income,gender,whatgender,disabilities,lowvision,blind,deafhard,wheelchair,nowheelchair,mentalcog,disabother,whatdisab,lang_count,LowVision_num,Blindness_num,DeafHoH_num,Mobility_num,MobilityNoChair_num,MentalCognitive_num,OtherDisability_num,MultipleDisabilities,Disability_num,Gender_bis,WeightFactor
100569,R,Red,,,2,3,1,1,9,9,9,9,9,4,3,4,5,5,4,1,#NULL!,3,2,1,1,0,0,4,4,3,#NULL!,#NULL!,4,5,4,#NULL!,5,4,3,5,5,5,0,0,#NULL!,#NULL!,#NULL!,11,10,1,2,3,1,1,1,1,2,,2,#NULL!,,,,Y,,,,3,Y,,,,,,,,1,4,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,92
100575,R,Red,,,2,3,1,1,5,5,4,5,4,4,5,4,4,4,5,3,#NULL!,4,4,4,3,4,3,3,4,4,#NULL!,#NULL!,3,3,4,#NULL!,4,4,3,5,5,5,3,3,#NULL!,#NULL!,#NULL!,18,17,14,2,5,2,1,1,5,2,K-12 pass,1,1,Y,,,,,,,99,Y,,,,,,,,9,9,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,92
100630,R,Red,,,2,3,1,1,3,4,3,4,3,5,4,5,4,5,3,2,#NULL!,3,5,3,2,3,4,2,3,3,#NULL!,#NULL!,3,2,4,#NULL!,3,3,3,4,4,3,2,2,#NULL!,#NULL!,#NULL!,2,1,3,1,4,3,1,1,2,9,,2,#NULL!,,,,,,,,99,,,,,,,,,9,9,9,,9,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,#NULL!,92
100633,R,Red,,,2,3,1,1,5,1,5,5,5,5,0,0,5,1,4,5,#NULL!,3,2,4,0,3,4,5,5,1,#NULL!,#NULL!,5,5,1,#NULL!,1,5,5,5,5,5,1,5,#NULL!,#NULL!,#NULL!,1,2,#NULL!,2,5,1,2,1,1,4,,1,4,Y,,,,,,,5,,Y,,,,,,,2,2,1,,1,Y,,,,,,,,1,1,0,0,0,0,0,0,1,1,1.00,92
100639,R,Red,,,2,3,1,1,5,3,2,5,5,5,4,5,4,5,4,1,#NULL!,4,4,1,3,3,2,2,3,3,#NULL!,#NULL!,3,5,5,#NULL!,3,3,3,5,5,5,5,4,#NULL!,#NULL!,#NULL!,10,14,13,1,3,4,1,1,3,3,,2,#NULL!,Y,,,,,,,3,Y,Y,,,,,,,1,3,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,92
100644,R,Red,,,2,3,1,1,4,3,5,3,4,4,4,4,4,4,4,1,#NULL!,4,4,1,1,5,3,2,3,3,#NULL!,#NULL!,2,4,4,#NULL!,0,4,1,4,4,4,4,4,#NULL!,#NULL!,#NULL!,11,10,13,1,3,2,2,1,5,4,Life,1,9,,Y,Y,,,,,2,Y,,,,,,,,1,1,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,92
100001,R,Gold,,,1,4,1,1,4,4,4,4,4,5,5,5,5,5,5,3,#NULL!,5,5,3,4,5,5,5,5,5,#NULL!,#NULL!,4,5,5,#NULL!,0,0,0,5,5,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,4,3,2,9,9,5,,1,4,Y,,,,,,,1,,Y,,,,,,,1,1,2,,9,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100002,R,Gold,,,1,4,1,1,9,9,9,9,9,4,5,5,5,0,5,5,#NULL!,5,5,0,5,5,5,5,5,5,#NULL!,#NULL!,5,5,5,#NULL!,0,0,0,5,0,5,5,0,#NULL!,#NULL!,#NULL!,14,11,6,1,4,4,1,1,1,5,,1,3,Y,,,,,,,99,,Y,,,,,,,2,9,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100003,R,Gold,,,1,4,1,2,3,3,3,3,3,3,3,5,4,5,5,3,#NULL!,5,5,4,3,5,5,3,4,4,#NULL!,#NULL!,3,3,3,#NULL!,0,0,3,0,4,4,0,0,#NULL!,#NULL!,#NULL!,21,26,27,2,4,4,2,1,1,5,,1,4,Y,,,,,,,99,,Y,,,,,,,1,9,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100004,R,Gold,,,1,4,1,2,4,4,4,4,4,4,4,3,1,3,5,3,#NULL!,5,5,3,4,5,5,3,4,4,#NULL!,#NULL!,4,2,4,#NULL!,2,0,2,1,1,1,5,1,#NULL!,#NULL!,#NULL!,4,27,8,1,5,4,1,1,2,3,,2,#NULL!,Y,,,,,,,99,,Y,,,,,,,2,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100005,R,Gold,,,1,4,1,1,4,4,4,4,4,4,4,3,4,4,4,4,#NULL!,4,4,4,4,4,4,3,3,3,#NULL!,#NULL!,3,3,3,#NULL!,3,4,3,3,4,4,4,4,#NULL!,#NULL!,#NULL!,3,#NULL!,#NULL!,2,3,2,2,1,2,1,,9,#NULL!,Y,,,,,,,99,Y,Y,,,,,,,1,9,1,,9,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100006,R,Gold,,,1,4,1,2,3,3,3,4,4,4,4,4,3,4,2,2,#NULL!,2,3,3,2,1,1,3,4,3,#NULL!,#NULL!,3,3,3,#NULL!,3,3,3,3,3,3,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,3,2,9,9,3,,2,#NULL!,Y,,,,,,,6,Y,Y,,,,,,,1,2,1,,1,Y,,,,,,,,1,1,0,0,0,0,0,0,1,1,1.00,95
100007,R,Gold,,,1,4,1,1,3,3,2,2,3,3,2,4,5,5,5,1,#NULL!,5,2,1,1,1,1,2,1,1,#NULL!,#NULL!,4,2,2,#NULL!,3,2,4,3,2,3,5,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,2,2,1,1,3,,2,#NULL!,,Y,,,,,,1,Y,,,,,,,,1,1,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100008,R,Gold,,,1,4,1,2,4,4,3,3,3,3,4,2,4,2,3,4,#NULL!,3,2,2,2,2,2,2,2,2,#NULL!,#NULL!,3,3,3,#NULL!,3,3,3,4,4,4,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,2,3,4,2,,2,#NULL!,Y,,,,,,,5,Y,Y,,,,,,,1,3,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100009,R,Gold,,,1,4,1,1,2,4,2,1,5,2,5,1,5,1,5,3,#NULL!,3,3,3,3,1,0,0,5,0,#NULL!,#NULL!,4,0,1,#NULL!,0,0,0,5,4,2,5,2,#NULL!,#NULL!,#NULL!,8,11,17,1,3,3,1,3,4,2,,1,9,,,,,,,,99,,,,,,,,,9,9,9,,9,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,#NULL!,95
100011,R,Gold,,,1,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,5,5,5,#NULL!,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,2,2,1,4,2,,1,2,,Y,,,,,,4,,,,,,,,,2,1,1,,1,,Y,,,,,,,0,0,1,0,0,0,0,0,1,2,1.00,95
100012,R,Gold,,,1,4,1,1,1,3,2,5,1,3,1,5,2,2,3,1,#NULL!,5,1,5,1,5,1,0,5,2,#NULL!,#NULL!,4,4,2,#NULL!,1,4,2,4,1,2,5,1,#NULL!,#NULL!,#NULL!,7,13,9,2,4,3,1,3,4,3,,2,#NULL!,Y,,,,,,,3,,Y,,,,,,,2,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100013,R,Gold,,,1,4,1,1,2,3,2,3,2,0,0,0,0,5,5,5,#NULL!,5,5,5,5,5,5,0,0,0,#NULL!,#NULL!,5,5,5,#NULL!,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,1,1,1,1,3,,2,#NULL!,Y,,,,,,,5,Y,,,,,,,,1,3,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100014,R,Gold,,,1,4,1,1,3,3,3,3,3,4,3,3,3,3,3,3,#NULL!,3,3,3,3,3,0,3,3,3,#NULL!,#NULL!,3,3,3,#NULL!,3,3,3,3,3,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,4,1,1,1,2,,2,#NULL!,Y,,,,,,,5,,Y,,,,,,,1,2,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100015,R,Gold,,,1,4,1,1,1,3,1,5,1,0,5,1,4,1,5,1,#NULL!,5,1,5,1,5,1,2,3,1,#NULL!,#NULL!,4,5,1,#NULL!,1,5,1,5,2,5,1,4,#NULL!,#NULL!,#NULL!,13,2,7,2,3,1,1,1,3,3,,2,#NULL!,Y,,,,,,,4,,Y,,,,,,,2,1,2,,1,Y,,,,,,,,1,1,0,0,0,0,0,0,1,1,2.00,95
100017,R,Gold,,,1,4,1,1,5,5,5,5,5,4,5,5,5,5,5,2,#NULL!,5,5,5,5,5,5,4,4,3,#NULL!,#NULL!,5,5,5,#NULL!,4,5,3,5,4,4,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,5,4,9,9,9,4,,1,9,,Y,,,,,,1,Y,,,,,,,,1,3,1,,1,,,,,Y,,,,0,0,0,0,0,1,0,0,1,5,1.00,95
100019,R,Gold,,,1,4,1,1,1,1,3,3,2,3,3,3,3,3,3,3,#NULL!,3,3,3,3,3,3,3,3,3,#NULL!,#NULL!,3,2,2,#NULL!,3,3,4,2,4,4,3,3,#NULL!,#NULL!,#NULL!,8,16,6,2,5,4,2,3,4,3,,2,#NULL!,Y,,,,,,,1,Y,,,,,,,,1,2,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100022,R,Gold,,,1,4,1,1,1,3,1,3,1,0,2,4,0,4,0,4,#NULL!,1,4,5,1,1,4,0,5,0,#NULL!,#NULL!,3,4,0,#NULL!,3,1,0,5,5,0,2,1,#NULL!,#NULL!,#NULL!,16,4,9,1,1,1,1,3,1,2,,2,#NULL!,Y,,,,,,,4,Y,Y,,,,,,,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100025,R,Gold,,,1,4,1,2,5,4,3,4,9,5,5,5,5,4,4,4,#NULL!,5,4,4,4,5,5,4,5,5,#NULL!,#NULL!,5,5,5,#NULL!,5,0,5,5,0,4,5,5,#NULL!,#NULL!,#NULL!,7,11,8,2,4,4,1,1,4,3,,2,#NULL!,,Y,,,,,,3,Y,,,,,,,,1,2,1,,1,,,,,,Y,,,0,0,0,0,0,0,1,0,1,6,1.00,95
100028,R,Gold,,,1,4,1,1,1,2,5,1,9,0,0,3,1,4,1,4,#NULL!,1,4,1,4,1,4,2,4,2,#NULL!,#NULL!,4,0,0,#NULL!,5,0,5,0,0,0,4,0,#NULL!,#NULL!,#NULL!,7,4,17,1,1,1,1,3,2,2,,2,#NULL!,Y,,,,,,,6,,,,,,Y,,,9,9,1,,9,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100032,R,Gold,,,1,4,1,1,1,2,1,2,1,1,2,1,2,3,1,5,#NULL!,0,1,5,0,3,0,0,5,0,#NULL!,#NULL!,0,0,2,#NULL!,4,0,5,1,5,0,5,0,#NULL!,#NULL!,#NULL!,8,7,11,1,2,1,1,2,1,2,,1,4,Y,,,,,,,3,Y,Y,,,,,,,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100034,R,Gold,,,1,4,1,1,3,3,2,5,4,4,4,4,3,4,0,5,#NULL!,5,2,3,1,5,5,5,5,1,#NULL!,#NULL!,5,5,4,#NULL!,0,4,4,5,4,0,5,0,#NULL!,#NULL!,#NULL!,11,10,3,1,4,4,1,1,4,3,,2,#NULL!,,,,Y,,,,1,Y,,,,,,,,1,4,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100035,R,Gold,,,1,4,1,1,1,4,1,4,3,1,4,1,5,1,3,3,#NULL!,2,4,4,1,4,0,0,4,1,#NULL!,#NULL!,4,5,0,#NULL!,5,0,0,3,2,3,1,3,#NULL!,#NULL!,#NULL!,7,13,9,2,3,2,1,1,2,3,,2,#NULL!,,Y,,,,,,2,Y,Y,,,,,,,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100038,R,Gold,,,1,4,1,1,1,3,1,4,3,2,5,0,5,0,5,0,#NULL!,5,3,3,2,4,1,0,5,2,#NULL!,#NULL!,4,1,2,#NULL!,1,4,2,4,1,5,1,5,#NULL!,#NULL!,#NULL!,7,9,13,1,1,4,1,3,4,2,,2,#NULL!,Y,,,,,,,4,Y,Y,,,,,,,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100044,R,Gold,,,1,4,1,2,3,3,3,3,3,4,3,4,2,3,4,3,#NULL!,3,4,4,4,4,3,3,3,3,#NULL!,#NULL!,3,3,3,#NULL!,3,3,3,3,3,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,2,1,2,2,,1,2,,Y,,,,,,4,Y,Y,,,,,,,2,3,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100046,R,Gold,,,1,4,1,2,9,9,9,9,9,3,2,2,4,2,2,4,#NULL!,4,4,3,3,3,3,3,3,3,#NULL!,#NULL!,2,3,3,#NULL!,4,3,4,3,3,4,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,2,1,3,4,3,,2,#NULL!,,,Y,,,,,99,Y,,,,,,,,9,4,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100048,R,Gold,,,1,4,1,1,1,3,2,4,2,2,5,1,5,1,4,2,#NULL!,5,1,4,2,1,4,2,5,2,#NULL!,#NULL!,4,1,3,#NULL!,4,2,2,1,5,1,4,2,#NULL!,#NULL!,#NULL!,1,5,7,1,5,5,2,2,4,3,,2,#NULL!,Y,,,,,,,5,,Y,,,,,,,2,1,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100050,R,Gold,,,1,4,1,1,1,4,2,5,9,3,5,0,5,2,2,2,#NULL!,2,4,2,4,1,5,0,5,2,#NULL!,#NULL!,5,4,2,#NULL!,2,3,1,4,3,3,3,1,#NULL!,#NULL!,#NULL!,7,9,5,1,1,2,1,3,4,9,,2,#NULL!,,Y,,,,,,3,Y,Y,,,,,,,1,1,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100055,R,Gold,,,1,4,1,2,1,3,1,5,4,3,5,1,5,1,5,1,#NULL!,5,3,0,3,1,5,0,5,2,#NULL!,#NULL!,3,4,1,#NULL!,2,3,1,4,2,5,1,5,#NULL!,#NULL!,#NULL!,15,3,12,1,1,5,1,3,4,1,,2,#NULL!,Y,,Y,,,,,3,Y,Y,,,,,,,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100060,R,Gold,,,1,4,1,1,1,3,1,3,1,3,5,1,5,1,5,1,#NULL!,5,1,5,1,5,1,1,3,2,#NULL!,#NULL!,4,4,1,#NULL!,1,4,1,4,1,4,1,4,#NULL!,#NULL!,#NULL!,7,9,11,1,1,1,1,3,4,2,,2,#NULL!,Y,,,,,,,3,Y,Y,,,,,,,9,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100068,R,Gold,,,1,4,1,1,5,5,5,5,5,4,5,4,3,3,3,3,#NULL!,5,2,3,5,5,5,5,5,5,#NULL!,#NULL!,5,5,5,#NULL!,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,1,2,1,2,3,,2,#NULL!,,,,,,Y,Not specified,1,Y,,,,,,,,1,1,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100070,R,Gold,,,1,4,1,1,1,4,1,3,9,0,5,5,0,5,0,2,#NULL!,5,0,1,5,0,5,0,5,1,#NULL!,#NULL!,3,4,1,#NULL!,1,5,1,4,0,5,0,5,#NULL!,#NULL!,#NULL!,2,1,7,1,1,1,1,3,4,1,,2,#NULL!,Y,,,,,,,3,Y,Y,,,,,,,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100073,R,Gold,,,1,4,1,1,5,5,3,4,5,5,5,4,3,2,4,3,#NULL!,4,4,2,4,4,4,4,5,3,#NULL!,#NULL!,5,5,5,#NULL!,0,0,5,5,0,0,0,0,#NULL!,#NULL!,#NULL!,10,#NULL!,#NULL!,2,5,1,1,1,9,4,,1,9,,,Y,,,,,1,Y,,,,,,,,1,1,1,,1,,,,,Y,,,,0,0,0,0,0,1,0,0,1,5,1.00,95
100079,R,Gold,,,1,4,1,1,2,1,3,2,5,2,4,1,5,0,4,1,#NULL!,4,1,5,1,5,2,0,5,2,#NULL!,#NULL!,2,4,4,#NULL!,5,0,2,1,0,5,0,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,9,9,9,9,3,,9,#NULL!,Y,,,,,,,4,,Y,,,,,,,2,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100081,R,Gold,,,1,4,1,2,4,3,3,3,3,4,3,4,3,4,4,4,#NULL!,3,4,3,1,1,1,3,3,4,#NULL!,#NULL!,3,3,4,#NULL!,3,3,4,3,3,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,2,3,4,3,,2,#NULL!,Y,,,,,,,3,Y,Y,,,,,,,1,4,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100084,R,Gold,,,1,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,5,5,5,#NULL!,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,3,2,#NULL!,2,5,4,1,1,2,3,,2,#NULL!,Y,,,,,,,4,Y,,,,,,,,1,1,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100086,R,Gold,,,2,4,1,1,3,3,3,4,4,4,4,4,4,4,4,4,#NULL!,3,3,4,4,3,4,3,4,4,#NULL!,#NULL!,4,4,4,#NULL!,4,3,4,3,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,1,1,1,5,9,K-12 pass,1,1,,,,,,,,99,,,,,,,,,9,9,9,,9,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,#NULL!,95
100089,R,Gold,,,2,4,1,1,4,4,4,4,5,4,5,5,5,3,5,5,#NULL!,5,5,1,5,5,3,3,1,3,#NULL!,#NULL!,5,5,4,#NULL!,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,5,2,1,1,4,1,,2,#NULL!,Y,,,,,,,4,,Y,,,,,,,1,9,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100093,R,Gold,,,2,4,1,1,2,2,2,2,2,2,2,2,1,2,2,2,#NULL!,3,2,1,1,4,1,1,2,3,#NULL!,#NULL!,2,4,2,#NULL!,3,4,3,3,3,3,2,3,#NULL!,#NULL!,#NULL!,14,13,2,2,5,4,1,1,9,3,,2,#NULL!,,,,,Y,,,2,Y,,,,,,,,1,3,2,,9,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100096,R,Gold,,,2,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,5,5,5,#NULL!,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,2,1,4,5,,1,9,Y,,,,,,,1,Y,Y,,,,,,,9,1,2,,1,,,,,,,Y,Cerebral Pallsy,1,0,0,0,0,0,0,1,1,7,2.00,95
100098,R,Gold,,,2,4,1,1,4,4,4,4,4,5,3,0,5,3,4,4,#NULL!,4,5,5,5,4,3,5,3,4,#NULL!,#NULL!,4,3,5,#NULL!,5,5,5,5,3,4,4,4,#NULL!,#NULL!,#NULL!,2,19,15,2,5,3,2,1,3,3,,2,#NULL!,Y,,,,,,,99,,Y,,,,,,,2,9,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100100,R,Gold,,,2,4,1,1,5,5,3,5,5,5,5,5,5,5,5,5,#NULL!,5,5,5,5,5,5,5,3,5,#NULL!,#NULL!,5,3,5,#NULL!,5,5,3,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,1,3,,1,4,Y,,,,,,,1,Y,Y,,,,,,,1,3,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100103,R,Gold,,,2,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,5,5,5,5,5,5,4,4,4,#NULL!,#NULL!,5,5,5,#NULL!,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,4,2,1,4,3,,1,3,Y,,,,,,,4,Y,,,,,,,,9,3,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100105,R,Gold,,,2,4,1,1,4,3,3,3,4,4,5,5,5,5,3,2,#NULL!,3,4,2,3,2,2,3,5,5,#NULL!,#NULL!,5,5,4,#NULL!,4,5,5,4,5,5,5,5,#NULL!,#NULL!,#NULL!,7,12,13,2,4,9,1,1,4,2,,2,#NULL!,Y,,,,,,,3,Y,Y,,,,,,,1,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100108,R,Gold,,,2,4,1,2,3,1,1,1,3,4,5,4,5,4,2,1,#NULL!,2,4,1,1,5,5,2,2,4,#NULL!,#NULL!,4,5,5,#NULL!,5,5,4,4,5,5,5,5,#NULL!,#NULL!,#NULL!,6,11,3,2,5,3,2,1,4,2,,1,1,Y,,,,,,,99,Y,Y,,,,,,,1,9,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100110,R,Gold,,,2,4,1,1,5,5,5,5,5,5,1,1,3,3,3,0,#NULL!,0,0,0,0,0,0,1,5,5,#NULL!,#NULL!,5,4,4,#NULL!,2,2,5,4,2,2,4,4,#NULL!,#NULL!,#NULL!,4,5,25,1,4,4,1,1,9,2,,1,2,,Y,,,,,,6,Y,Y,,,,,,,1,2,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,95
100111,R,Gold,,,2,4,1,2,1,1,1,1,3,4,4,0,4,5,5,4,#NULL!,4,4,4,4,4,3,3,4,3,#NULL!,#NULL!,4,4,4,#NULL!,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,4,14,13,2,2,3,1,1,4,4,,1,3,,,,Y,,,,4,Y,,,,,,,,1,5,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100113,R,Gold,,,2,4,1,1,3,4,3,4,5,5,5,5,5,5,4,2,#NULL!,3,3,2,1,3,3,3,3,3,#NULL!,#NULL!,4,3,3,#NULL!,3,3,5,3,3,3,3,3,#NULL!,#NULL!,#NULL!,7,#NULL!,#NULL!,2,3,4,1,3,3,2,,2,#NULL!,Y,,,,,,,3,Y,,,,,,,,1,1,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100117,R,Gold,,,2,4,1,1,2,3,2,4,2,4,4,4,4,4,3,1,#NULL!,2,3,1,1,3,4,3,2,1,#NULL!,#NULL!,1,4,2,#NULL!,4,3,3,3,3,2,4,0,#NULL!,#NULL!,#NULL!,11,10,7,1,5,4,1,2,5,5,Monthly,1,4,,Y,,,,,,6,Y,,,,,,,,1,5,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100119,R,Gold,,,2,4,1,2,4,3,2,4,3,4,4,4,3,5,3,3,#NULL!,4,2,1,1,4,3,2,3,2,#NULL!,#NULL!,4,5,4,#NULL!,3,4,4,3,3,3,4,3,#NULL!,#NULL!,#NULL!,11,10,16,1,4,1,1,1,2,3,,2,#NULL!,Y,,,,,,,2,Y,Y,,,,,,,1,5,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100122,R,Gold,,,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,#NULL!,1,1,1,1,1,1,1,1,1,#NULL!,#NULL!,1,5,1,#NULL!,1,1,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,10,11,#NULL!,2,5,4,1,1,2,4,,2,#NULL!,Y,,,,,,,2,,Y,,,,,,,1,3,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100126,R,Gold,,,2,4,1,2,1,1,2,2,5,4,4,4,4,4,4,3,#NULL!,4,3,3,3,4,4,3,4,3,#NULL!,#NULL!,4,4,4,#NULL!,3,3,3,4,2,2,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,3,1,1,1,5,,1,4,Y,,,,,,,4,Y,Y,,,,,,,2,3,1,,1,Y,,,,,,,,1,1,0,0,0,0,0,0,1,1,1.00,95
100129,R,Gold,,,2,4,1,1,4,3,2,4,3,4,4,4,3,3,4,2,#NULL!,3,3,2,1,3,3,3,3,3,#NULL!,#NULL!,3,4,4,#NULL!,3,0,4,3,0,0,0,0,#NULL!,#NULL!,#NULL!,11,#NULL!,#NULL!,1,4,3,2,2,4,3,,2,#NULL!,Y,,,,,,,4,Y,,,,,,,,1,9,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,95
100131,R,Gold,,,2,4,1,1,4,3,3,5,4,5,5,5,5,5,5,4,#NULL!,2,5,1,1,1,3,2,4,1,#NULL!,#NULL!,3,5,5,#NULL!,4,4,2,5,4,3,5,5,#NULL!,#NULL!,#NULL!,11,14,10,2,5,3,1,1,1,4,,1,3,,,,Y,,,,4,Y,,,Y,,,,,1,4,2,,1,,,Y,,Y,,,,1,0,0,1,0,1,0,0,2,8,2.00,95
